,uuid,age,gender,dem_has_children,age_group,country_code,rural,dem_education_level,dem_full_time_job,normalized_job_code,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst
2430,3ead9570-d970-0133-91bd-0a81e8b09a82,34,Female,no,26_39,ES,non-rural,medium,yes,3ddea1b52e520996e4ec9fb70dc8b86b,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working
2431,7181e650-d8ea-0133-9c09-0a81e8b09a82,38,Male,yes,26_39,ES,urban,medium,yes,2ca138b991c50dc6696238e5ad800142,I know something about it,I would vote for it, gain additional skills,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state
2432,be406760-da8c-0133-c837-0a81e8b09a82,43,Female,no,40_65,ES,city,low,no,,I understand it fully,I would vote for it, do more volunteering work,It reduces anxiety about financing basic needs,It increases dependence on the state
2433,b51f1b80-d9c3-0133-fb43-0a81e8b09a82,49,Male,no,40_65,ES,rural,high,yes,0de6170ccbed08e62b2e5862d5846a43,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working
2434,e5154800-d982-0133-788f-0a81e8b09a82,60,Male,no,40_65,ES,city,high,yes,049a3f3a2b5f85cb2971ba77ad66e10c,I know something about it,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It increases dependence on the state | Only the people who need it most should get something from the state | It is impossible to finance
2435,588424e0-d958-0133-674c-0a81e8b09a82,19,Female,no,14_25,ES,urban,medium,no,,I have heard just a little about it,I would vote for it, gain additional skills,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance
2436,34c43a50-da1d-0133-f2d8-0a81e8b09a82,40,Male,yes,40_65,ES,rural,high,yes,901740e84d1a4760e440b039adac9df2,I know something about it,I would probably vote against it, stop working,None of the above,It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance
2437,daa9e870-da3c-0133-c3c9-0a81e8b09a82,45,Female,yes,40_65,ES,city,high,yes,7bb15eefb19ed09c59349baad7e8469e,I understand it fully,I would not vote, look for a different job,None of the above,Only the people who need it most should get something from the state
2438,e768e6c0-d96f-0133-9056-0a81e8b09a82,19,Male,no,14_25,ES,urban,medium,no,,I have never heard of it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",It is impossible to finance | It might encourage people to stop working
2439,2421f5a0-da37-0133-7b29-0a81e8b09a82,25,Female,no,14_25,ES,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote against it, work less,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | It is impossible to finance
2440,4f8af0b0-db49-0133-46eb-0a81e8b09a82,40,Female,yes,40_65,ES,urban,high,yes,3161063d378eecc4581c5cdee46a2a6c,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit
2441,13d93540-da38-0133-8038-0a81e8b09a82,32,Female,yes,26_39,ES,rural,high,no,,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit
2442,5db60300-dbf2-0133-17f8-0a81e8b09a82,51,Female,no,40_65,ES,urban,medium,yes,fcaf4aac737e53ad24b9f32f08b8740f,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It creates more equality of opportunity,It might encourage people to stop working | It is impossible to finance | It increases dependence on the state
2443,ee55a600-da1b-0133-ee4c-0a81e8b09a82,40,Male,no,40_65,ES,urban,high,yes,8a7a3f1bce0958ae9f090683e5a925b7,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,It increases dependence on the state | Only the people who need it most should get something from the state | It might encourage people to stop working
2444,16803d80-d983-0133-7961-0a81e8b09a82,37,Male,yes,26_39,ES,rural,high,no,,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working
2445,2dad10c0-d97d-0133-0b51-0a81e8b09a82,36,Male,yes,26_39,ES,non-rural,medium,yes,b24ece3300d2f8ab34f9553e531183d6,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance | It might encourage people to stop working | Only the people who need it most should get something from the state
2446,ceb21510-dafd-0133-5dd2-0a81e8b09a82,40,Female,no,40_65,ES,non-rural,medium,no,,I know something about it,I would vote for it, look for a different job,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
2447,6bc42940-d8fe-0133-bf99-0a81e8b09a82,37,Female,yes,26_39,ES,urban,medium,yes,76b0ba6af40991629e20dff36edd02a5,I have heard just a little about it,I would probably vote against it,None of the above,None of the above,It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state
2448,a52eabe0-d986-0133-3a11-0a81e8b09a82,38,Male,yes,26_39,ES,non-rural,high,yes,41b2978a2c07c5f477e60f26372d6c85,I understand it fully,I would vote for it, work as a freelancer,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses",None of the above
2449,29ead390-d973-0133-f9ab-0a81e8b09a82,37,Male,no,26_39,ES,rural,high,no,,I know something about it,I would probably vote for it,None of the above,It reduces anxiety about financing basic needs,It is impossible to finance
2450,31c02c90-d9e5-0133-f49f-0a81e8b09a82,55,Male,no,40_65,ES,urban,medium,yes,07b7555fa790debaf5b04d1409ad5f11,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit
2451,cbabaee0-dc07-0133-e939-0a81e8b09a82,45,Female,yes,40_65,ES,urban,high,yes,f36c6ada3a808453a0bf241c74a4e994,I know something about it,I would probably vote for it, spend more time with my family,It creates more equality of opportunity,Only the people who need it most should get something from the state
2452,e2408e10-d9da-0133-92e3-0a81e8b09a82,25,Female,no,14_25,ES,urban,low,no,,I know something about it,I would probably vote against it, stop working,It creates more equality of opportunity,It might encourage people to stop working
2453,b27118b0-d970-0133-9373-0a81e8b09a82,18,Male,no,14_25,ES,non-rural,high,no,,I have heard just a little about it,I would not vote, gain additional skills,None of the above,None of the above
2454,7c567710-daf6-0133-7d78-0a81e8b09a82,51,Female,yes,40_65,ES,rural,medium,no,,I have never heard of it,I would vote for it, work as a freelancer,"It reduces bureaucracy and administrative expenses | It creates more equality of opportunity | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",It is impossible to finance | It is against the principle of linking merit and reward
2455,6eff8b00-d965-0133-f5d5-0a81e8b09a82,35,Male,yes,26_39,ES,urban,high,yes,897ef18a9321616495831a4b4b0c1bb2,I know something about it,I would probably vote against it, gain additional skills,It reduces anxiety about financing basic needs,It increases dependence on the state
2456,e5ba6eb0-dad5-0133-3eb6-0a81e8b09a82,50,Female,yes,40_65,ES,urban,medium,no,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
2457,6c1ae280-d963-0133-426d-0a81e8b09a82,48,Female,yes,40_65,ES,country,low,yes,a003702c0cea282e17967772dd83de5e,I know something about it,I would vote for it, do more volunteering work,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state
2458,ec0a4560-d9bf-0133-c6be-0a81e8b09a82,44,Male,yes,40_65,ES,non-rural,high,yes,a33662485eb4ad97096183db945308f4,I have heard just a little about it,I would probably vote for it, do more volunteering work,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit
2459,d23df3e0-d8d4-0133-63ad-0a81e8b09a82,42,Male,yes,40_65,ES,urban,high,yes,679fb7003e0aedc14891fcd15dd846c5,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,None of the above
2460,0d189b50-dcb1-0133-a9e3-0a81e8b09a82,36,Male,no,26_39,ES,urban,high,yes,096536ec43ce2a7de73031b271a1c132,I understand it fully,I would vote against it, work less,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",It might encourage people to stop working | It increases dependence on the state | It is impossible to finance | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit
2461,5a991e90-d8dc-0133-9c31-0a81e8b09a82,21,Male,no,14_25,ES,urban,high,yes,c3b5ebd7b88c20786f11e87846c7d6ae,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It increases dependence on the state
2462,95aa0e00-d909-0133-d2c1-0a81e8b09a82,23,Male,no,14_25,ES,urban,high,no,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance
2463,23b0ba00-d8f2-0133-16fb-0a81e8b09a82,40,Male,no,40_65,ES,city,low,yes,3833bd699e7afe4665b595f282da0387,I understand it fully,I would probably vote for it, spend more time with my family,It creates more equality of opportunity,It is against the principle of linking merit and reward
2464,a2508eb0-da49-0133-fe11-0a81e8b09a82,50,Male,no,40_65,ES,rural,medium,no,,I know something about it,I would probably vote against it, stop working,None of the above,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state | It is against the principle of linking merit and reward | It might encourage people to stop working
2465,42bf79a0-d9b8-0133-d6a4-0a81e8b09a82,15,Female,no,14_25,ES,urban,low,no,,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance
2466,387846f0-d9b7-0133-9a94-0a81e8b09a82,21,Female,no,14_25,ES,city,high,no,,I understand it fully,I would probably vote for it, gain additional skills,It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
2467,467e2010-d8dd-0133-5b92-0a81e8b09a82,43,Male,yes,40_65,ES,rural,medium,no,,I know something about it,I would vote for it, spend more time with my family,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",None of the above
2468,7cb5b6b0-d982-0133-766a-0a81e8b09a82,52,Male,no,40_65,ES,rural,medium,no,,I know something about it,I would vote for it, gain additional skills,"It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | Only the people who need it most should get something from the state | It increases dependence on the state | It is against the principle of linking merit and reward
2469,bf2556c0-d98f-0133-f71b-0a81e8b09a82,35,Female,no,26_39,ES,urban,high,no,,I know something about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance
2470,1aed02a0-d8c6-0133-55a9-0a81e8b09a82,25,Female,no,14_25,ES,urban,medium,yes,477b53ef09d37f098d5ed74f47fcbaec,I understand it fully,I would vote for it, work as a freelancer,"It creates more equality of opportunity | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It might encourage people to stop working | It is impossible to finance
2471,387e3fe0-d967-0133-af12-0a81e8b09a82,35,Female,no,26_39,ES,urban,high,yes,8a7a3f1bce0958ae9f090683e5a925b7,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working
2472,5c483710-d994-0133-a409-0a81e8b09a82,44,Male,no,40_65,ES,non-rural,no education,no,,I know something about it,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It increases dependence on the state
2473,ecc67bd0-d8c4-0133-85f3-0a81e8b09a82,41,Male,yes,40_65,ES,city,medium,yes,d71c4164c99a5f9bca773e755a72f40f,I have heard just a little about it,I would probably vote against it, work less,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It might encourage people to stop working
2474,7ced38c0-db66-0133-398f-0a81e8b09a82,41,Female,yes,40_65,ES,urban,no education,no,,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It increases dependence on the state
2475,e6526450-d980-0133-12a6-0a81e8b09a82,34,Male,no,26_39,ES,city,high,no,,I know something about it,I would vote for it, work less,It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward | It might encourage people to stop working | It is impossible to finance | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit
2476,ecefcf30-d9a3-0133-759a-0a81e8b09a82,53,Female,yes,40_65,ES,non-rural,medium,no,,I know something about it,I would vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state
2477,3fd4d3a0-da0a-0133-2385-0a81e8b09a82,46,Male,yes,40_65,ES,non-rural,high,yes,ac47656fd51c2cd8037057262c910dc4,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state | It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward
2478,d8cee340-d99b-0133-ae8b-0a81e8b09a82,51,Female,yes,40_65,ES,rural,medium,no,,I understand it fully,I would vote for it, look for a different job,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance
2479,a617ae60-dce7-0133-66ba-0a81e8b09a82,42,Female,no,40_65,ES,non-rural,low,no,,I know something about it,I would probably vote for it,None of the above,None of the above,None of the above
2480,629628a0-dcb9-0133-0a80-0a81e8b09a82,26,Female,no,26_39,ES,countryside,medium,no,,I know something about it,I would probably vote for it, spend more time with my family,None of the above,It might encourage people to stop working
2481,46ca7b80-d962-0133-d0d0-0a81e8b09a82,18,Female,no,14_25,ES,urban,low,no,,I have heard just a little about it,I would probably vote for it, work as a freelancer,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,It increases dependence on the state | Only the people who need it most should get something from the state
2482,09ab6b40-d9af-0133-2f87-0a81e8b09a82,29,Female,yes,26_39,ES,non-rural,low,no,,I have heard just a little about it,I would probably vote for it, spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance
2483,008eeae0-d990-0133-f83f-0a81e8b09a82,42,Male,no,40_65,ES,non-rural,high,yes,067c85859a63aa6f1c8c936904124dd6,I understand it fully,I would vote for it, work as a freelancer,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
2484,f3f90e80-da1d-0133-f5ef-0a81e8b09a82,23,Female,no,14_25,ES,urban,high,no,,I understand it fully,I would probably vote for it, look for a different job,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit
2485,4d37ad70-dbf5-0133-30f1-0a81e8b09a82,59,Female,no,40_65,ES,urban,medium,yes,afea0e0169a98ee264db2ddb1c6e6a34,I have never heard of it,I would probably vote against it, spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward | It increases dependence on the state | Only the people who need it most should get something from the state
2486,2bb6da70-dc87-0133-f57a-0a81e8b09a82,45,Female,yes,40_65,ES,countryside,low,no,,I have never heard of it,I would vote for it, spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working
2487,79b38030-d956-0133-8bf6-0a81e8b09a82,40,Male,yes,40_65,ES,urban,medium,yes,067c85859a63aa6f1c8c936904124dd6,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | It might encourage people to stop working
2488,65f27ed0-dc05-0133-df47-0a81e8b09a82,59,Female,yes,40_65,ES,urban,low,no,,I know something about it,I would vote for it, look for a different job,It creates more equality of opportunity,Only the people who need it most should get something from the state
2489,79e899e0-da92-0133-d918-0a81e8b09a82,41,Female,no,40_65,ES,city,medium,yes,e2f68bf748aea2c7d2254550c0c92b23,I have heard just a little about it,I would vote for it, work as a freelancer,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit
2490,acd3ee00-dcb0-0133-a882-0a81e8b09a82,40,Male,yes,40_65,ES,urban,high,no,,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward
2491,3ffcf3a0-d8d0-0133-5661-0a81e8b09a82,25,Male,no,14_25,ES,non-rural,high,no,,I have heard just a little about it,I would probably vote for it,None of the above,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It is against the principle of linking merit and reward | It might encourage people to stop working | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit
2492,a659d600-d945-0133-55d7-0a81e8b09a82,23,Female,no,14_25,ES,city,medium,yes,781f5d3a80812531fdc81125a527a626,I understand it fully,I would probably vote for it, look for a different job,It reduces anxiety about financing basic needs,It might encourage people to stop working
2493,438f3d10-d8ee-0133-3d06-0a81e8b09a82,24,Male,no,14_25,ES,urban,high,no,,I know something about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
2494,b0033040-d8e0-0133-b105-0a81e8b09a82,43,Male,yes,40_65,ES,countryside,no education,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance
2495,69757a30-d8ce-0133-672f-0a81e8b09a82,36,Female,yes,26_39,ES,urban,medium,yes,16b67d7f57698455aefbc1ae1b358b50,I understand it fully,I would probably vote for it, work less,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit
2496,8359b450-d8f3-0133-a950-0a81e8b09a82,23,Male,no,14_25,ES,urban,high,no,,I have heard just a little about it,I would probably vote against it, work less,None of the above,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward
2497,e3625f20-dc76-0133-3841-0a81e8b09a82,44,Female,yes,40_65,ES,city,medium,yes,6408c0d7c7faa4ced47fbc8474698126,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility,None of the above
2498,4d895150-d9d2-0133-ca1a-0a81e8b09a82,43,Female,yes,40_65,ES,non-rural,low,no,,I have heard just a little about it,I would vote for it, do more volunteering work,It creates more equality of opportunity,Only the people who need it most should get something from the state
2499,ad2a2710-d97b-0133-c8ca-0a81e8b09a82,53,Female,yes,40_65,ES,non-rural,medium,yes,1f8576bdffa64f492405d02b842c41a6,I have never heard of it,I would not vote, look for a different job,None of the above,None of the above
2500,ac1ee900-da60-0133-cf9c-0a81e8b09a82,45,Female,yes,40_65,ES,non-rural,high,no,,I know something about it,I would probably vote for it, spend more time with my family,None of the above,None of the above
2501,2b3f3810-d969-0133-77f7-0a81e8b09a82,29,Male,yes,26_39,ES,urban,high,yes,f8984e50675cf61e5ac1ea8f661e0ab2,I know something about it,I would vote for it, spend more time with my family,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering",It increases dependence on the state | Only the people who need it most should get something from the state
2502,0b79bfa0-d9c2-0133-2c3a-0a81e8b09a82,36,Female,no,26_39,ES,urban,high,no,,I know something about it,I would vote for it, gain additional skills,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
2503,2c2a0130-dce0-0133-c4a5-0a81e8b09a82,47,Female,yes,40_65,ES,non-rural,low,yes,2173ff3afd8d28192f7cf119af201940,I have heard just a little about it,I would vote for it, work as a freelancer,It creates more equality of opportunity,Only the people who need it most should get something from the state
2504,29217b70-dcb5-0133-858c-0a81e8b09a82,60,Male,yes,40_65,ES,city,low,yes,90c5430dbc810aec8695af2f1f4c42e8,I understand it fully,I would probably vote for it,None of the above,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It is impossible to finance
2505,2c05caa0-d975-0133-3758-0a81e8b09a82,23,Male,no,14_25,ES,urban,high,no,,I understand it fully,I would vote for it, work as a freelancer,"It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working
2506,478a8d30-dac5-0133-cf98-0a81e8b09a82,40,Male,yes,40_65,ES,urban,low,yes,1426c924e1b6b162f6bfdd1906d98d0e,I know something about it,I would probably vote against it, work as a freelancer,None of the above,It is impossible to finance
2507,665c0700-d9af-0133-3128-0a81e8b09a82,42,Male,yes,40_65,ES,countryside,high,yes,d71c4164c99a5f9bca773e755a72f40f,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | It increases dependence on the state
2508,83924b10-d976-0133-077e-0a81e8b09a82,39,Male,no,26_39,ES,urban,medium,no,,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses",None of the above
2509,50d43150-da47-0133-1220-0a81e8b09a82,42,Male,no,40_65,ES,rural,low,no,,I understand it fully,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It increases appreciation for household work and volunteering,It increases dependence on the state | It might encourage people to stop working | It is against the principle of linking merit and reward
2510,f12deaa0-dbea-0133-3845-0a81e8b09a82,41,Female,yes,40_65,ES,urban,high,yes,38a15ceadcdd6d4db16a88fa1a72b083,I understand it fully,I would probably vote for it, gain additional skills,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering",It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
2511,73903610-d967-0133-71d9-0a81e8b09a82,51,Male,no,40_65,ES,countryside,high,no,,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",None of the above
2512,9981d090-d8c6-0133-56cb-0a81e8b09a82,31,Male,no,26_39,ES,urban,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit
2513,9cc69d30-d945-0133-55bf-0a81e8b09a82,42,Male,yes,40_65,ES,rural,medium,yes,049a3f3a2b5f85cb2971ba77ad66e10c,I have heard just a little about it,I would probably vote against it, spend more time with my family,None of the above,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | Only the people who need it most should get something from the state | It increases dependence on the state | It is against the principle of linking merit and reward
2514,603bde70-da30-0133-ab35-0a81e8b09a82,19,Female,no,14_25,ES,urban,medium,no,,I have heard just a little about it,I would probably vote against it,None of the above,None of the above,Only the people who need it most should get something from the state | It is impossible to finance | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working
2515,021bc8b0-da20-0133-fdbf-0a81e8b09a82,19,Female,no,14_25,ES,urban,medium,no,,I have heard just a little about it,I would vote for it, work as a freelancer,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It is impossible to finance | It might encourage people to stop working
2516,44425af0-d964-0133-447c-0a81e8b09a82,19,Male,yes,14_25,ES,urban,low,yes,5db2c8d6539f983e1ca3d7c5b939e190,I know something about it,I would vote for it, gain additional skills,"It increases solidarity, because it is funded by everyone",It is impossible to finance
2517,cd8133e0-d984-0133-308d-0a81e8b09a82,31,Male,yes,26_39,ES,country,high,yes,1dd2fdc8a3981f2a1d8f0ca173952bb8,I understand it fully,I would probably vote for it, spend more time with my family,It reduces bureaucracy and administrative expenses | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance
2518,73ce7340-d986-0133-3914-0a81e8b09a82,47,Female,no,40_65,ES,urban,high,no,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state
2519,15846960-d978-0133-0d3c-0a81e8b09a82,24,Female,yes,14_25,ES,city,high,yes,a003702c0cea282e17967772dd83de5e,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It creates more equality of opportunity,It is impossible to finance | It might encourage people to stop working | It is against the principle of linking merit and reward | It increases dependence on the state
2520,7de60050-d9b8-0133-d791-0a81e8b09a82,46,Male,no,40_65,ES,country,medium,yes,569da68cdcac43a3b4a0126ea9170570,I know something about it,I would probably vote against it,None of the above,None of the above,It might encourage people to stop working | It is impossible to finance
2521,39e891e0-d8e9-0133-c3d4-0a81e8b09a82,41,Male,no,40_65,ES,countryside,low,no,,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance
2522,4e40cbb0-d958-0133-6735-0a81e8b09a82,34,Male,yes,26_39,ES,urban,high,yes,5e93fd1a58c8a67b295f69d87d1a940d,I know something about it,I would probably vote for it, do more volunteering work,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It is impossible to finance | It increases dependence on the state | Only the people who need it most should get something from the state
2523,c07e9e50-d8e2-0133-b6cc-0a81e8b09a82,20,Male,no,14_25,ES,urban,high,no,,I know something about it,I would probably vote for it, do more volunteering work,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
