Country,Job Title,Age,Quantity,Percentage
France,Data Warehousing Manager,43.44444444444444,9,0.13057199999999997
France,Data Warehousing Specialist,34.142857142857146,7,0.10155599999999998
France,Database Administration Associate,40.9,10,0.14507999999999996
France,Database Administration Manager,30.5,2,0.029016
France,Database Administration Project Manager,60.0,1,0.014508
France,Database Analyst,26.0,3,0.043524
France,Database Architect,37.0,11,0.15958799999999995
France,Database Consultant,37.142857142857146,14,0.20311199999999993
France,Database Coordinator,39.4,15,0.21761999999999992
France,Database Design Analyst,36.0,8,0.11606399999999997
France,Database Designer,41.75,8,0.11606399999999997
France,Database Developer,44.0,1,0.014508
France,Database Development Project Manager,44.0,1,0.014508
France,Database Development and Administration Project Manager,41.2,10,0.14507999999999996
France,Database Engineer,37.55555555555556,9,0.13057199999999997
France,Database Management System Specialist (DBMS Specialist),47.75,4,0.058032
France,Database Manager,38.0,10,0.14507999999999996
France,Database Marketing Analyst,40.0,12,0.17409599999999995
France,Database Modeler,42.76923076923077,13,0.18860399999999994
France,Database Programmer,44.0,3,0.043524
France,Database Security Administrator,41.5,8,0.11606399999999997
France,Database Security Expert,45.142857142857146,7,0.10155599999999998
France,Database Software Technician,39.84615384615385,13,0.18860399999999994
France,Database Specialist,44.25,8,0.11606399999999997
France,Database Tester,39.45454545454545,11,0.15958799999999995
France,Databases Computer Consultant,39.57142857142857,7,0.10155599999999998
France,Databases Software Consultant,33.833333333333336,6,0.08704799999999999
France,Datastage Developer,31.0,1,0.014508
France,Director of Data Operations,34.625,16,0.23212799999999992
France,Electronic Data Interchange System Developer (EDI System Developer),39.666666666666664,9,0.13057199999999997
France,Electronic Data Processing Auditor (EDP Auditor),39.57142857142857,7,0.10155599999999998
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",46.166666666666664,6,0.08704799999999999
France,Field Traffic Data Technician,31.0,2,0.029016
France,Flight Test Data Acquisition Technician,49.0,1,0.014508
France,GPS Field Data Collector (Global Positioning System Field Data Collector),38.0,1,0.014508
France,Geographic Information Systems Data Administrator (GIS Data Administrator),39.916666666666664,12,0.17409599999999995
France,Geographic Information Systems Data Manager (GIS Data Manager),43.333333333333336,6,0.08704799999999999
France,Geographic Information Systems Data Specialist (GIS Data Specialist),34.888888888888886,9,0.13057199999999997
France,Geographic Information Systems Database Administrator (GIS Database Administrator),33.5,4,0.058032
France,Head of Information Systems and Data Processing,37.666666666666664,12,0.17409599999999995
France,Internet Database Specialist,43.2,10,0.14507999999999996
France,Log Data Technician,38.0,4,0.058032
France,Maintenance Data Analyst,31.0,2,0.029016
France,Marketing Database Analyst,46.0,1,0.014508
France,Medical Data Analyst,41.5,2,0.029016
France,Micro Computer Data Processor,51.0,1,0.014508
France,Naval Tactical Data System--Combat Information Center Officer,35.5,2,0.029016
France,No job,35.805607476635515,535,7.761780000000071
France,"Operations Officer, Afloat (Naval Tactical Data Systems)",50.0,1,0.014508
France,Oracle Database Administrator (Oracle DBA),37.666666666666664,12,0.17409599999999995
France,Reference Data Expert,22.0,1,0.014508
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),38.0,3,0.043524
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),37.0,2,0.029016
France,SQL Database Administrator,37.666666666666664,3,0.043524
France,Scientific Database Curator,33.5,2,0.029016
France,Survey Data Technician,35.0,1,0.014508
France,Voice and Data Technician,35.0,1,0.014508
GB,Analytical Data Miner,28.0,2,0.027876
GB,Automatic Data Processing Customer Liaison (ADP Customer Liaison),37.2,10,0.13938000000000003
GB,Automatic Data Processing Planner,44.111111111111114,9,0.12544200000000003
GB,Automatic Data Processing Planner (ADP Planner),35.666666666666664,6,0.08362800000000001
GB,Automatic Data Processing Systems Security Specialist (ADP Systems Security),42.3,10,0.13938000000000003
GB,Business Database Analyst,36.0,1,0.013938
GB,Clinical Data Associate,30.0,1,0.013938
GB,Clinical Data Management Associate Director,51.0,1,0.013938
GB,Clinical Data Manager,31.0,1,0.013938
GB,Clinical Data Specialist,27.0,1,0.013938
GB,Computer or Data Processing Systems Consultant,39.23076923076923,13,0.18119400000000005
GB,Crime Data Specialist,19.0,1,0.013938
GB,Customer Data Technician,43.4,5,0.06969
GB,Data Abstractor,32.0,1,0.013938
GB,Data Acquisition Technician,40.666666666666664,3,0.041814000000000004
GB,Data Administrator,39.15384615384615,13,0.18119400000000005
GB,Data Analysis Assistant,53.5,2,0.027876
GB,Data Analyst,31.0,3,0.041814000000000004
GB,Data Architect,37.8,10,0.13938000000000003
GB,Data Base Design Analyst,37.6,5,0.06969
GB,Data Center Manager,41.0,1,0.013938
GB,Data Center Operator,45.0,1,0.013938
GB,Data Collection Technician,47.0,1,0.013938
GB,Data Collector,49.0,1,0.013938
GB,Data Communications Analyst,38.8,5,0.06969
GB,Data Communications Software Consultant,44.5,10,0.13938000000000003
GB,Data Compiler,31.0,2,0.027876
GB,Data Conversion Operator,43.0,1,0.013938
GB,Data Coordinator,41.666666666666664,9,0.12544200000000003
GB,Data Entry Associate,37.333333333333336,3,0.041814000000000004
GB,Data Entry Clerk,43.0,1,0.013938
GB,Data Entry Machine Operator,45.0,1,0.013938
GB,Data Entry Operator,46.25,4,0.055752
GB,Data Entry Representative,41.0,1,0.013938
GB,Data Entry Technician,24.0,1,0.013938
GB,Data Examination Clerk,34.5,2,0.027876
GB,Data Input Clerk,30.333333333333332,3,0.041814000000000004
GB,Data Keyer,46.0,1,0.013938
GB,Data Management Associate,33.2,5,0.06969
GB,Data Management Information Technology Specialist,31.333333333333332,3,0.041814000000000004
GB,Data Management Manager,39.0,1,0.013938
GB,Data Manager,41.5,2,0.027876
GB,Data Miner,39.142857142857146,7,0.09756600000000001
GB,Data Modeler,56.5,2,0.027876
GB,Data Modeling Specialist,36.7,10,0.13938000000000003
GB,Data Officer,39.75,8,0.11150400000000002
GB,Data Operations Director,41.4,5,0.06969
GB,Data Processing Auditor,40.875,8,0.11150400000000002
GB,Data Processing Auxiliary Equipment Operator,27.0,1,0.013938
GB,Data Processing Consultant,49.4,5,0.06969
GB,Data Processing Control Clerk,50.0,1,0.013938
GB,Data Processing Manager,42.25,8,0.11150400000000002
GB,Data Processing Mechanic,59.0,1,0.013938
GB,Data Processing Services Sales Representative,34.0,1,0.013938
GB,Data Processing Supervisor,46.0,1,0.013938
GB,Data Processing Systems Analyst,46.0,12,0.16725600000000004
GB,Data Processing Systems Project Planner,38.0,5,0.06969
GB,Data Processor,38.4,5,0.06969
GB,Data Recovery Planner,40.0,2,0.027876
GB,Data Reduction Technician,53.0,1,0.013938
GB,Data Reviewer,32.5,2,0.027876
GB,Data Sciences Director,23.0,1,0.013938
GB,Data Scientist,38.25,8,0.11150400000000002
GB,Data Security Administrator,38.25,4,0.055752
GB,Data Security Analyst,40.333333333333336,9,0.12544200000000003
GB,Data Specialist,56.0,1,0.013938
GB,Data Storage Specialist,41.833333333333336,6,0.08362800000000001
GB,Data Systems Manager,39.8,10,0.13938000000000003
GB,Data Technician,28.0,1,0.013938
GB,Data Typist,47.666666666666664,3,0.041814000000000004
GB,Data Warehouse Analyst,41.625,8,0.11150400000000002
GB,Data Warehouse Architect,44.75,12,0.16725600000000004
GB,Data Warehouse Developer,42.42857142857143,7,0.09756600000000001
GB,Data Warehouse Specialist,41.0,8,0.11150400000000002
GB,Data Warehousing Engineer,36.75,4,0.055752
GB,Data Warehousing Manager,29.0,4,0.055752
GB,Data Warehousing Specialist,43.142857142857146,7,0.09756600000000001
GB,Database Administration Associate,38.07692307692308,13,0.18119400000000005
GB,Database Administration Manager,39.285714285714285,7,0.09756600000000001
GB,Database Administration Project Manager,37.666666666666664,3,0.041814000000000004
GB,Database Administrator (DBA),25.0,1,0.013938
GB,Database Analyst,40.5,2,0.027876
GB,Database Architect,38.77777777777778,9,0.12544200000000003
GB,Database Consultant,39.5,10,0.13938000000000003
GB,Database Coordinator,40.375,8,0.11150400000000002
GB,Database Design Analyst,43.666666666666664,9,0.12544200000000003
GB,Database Designer,37.25,12,0.16725600000000004
GB,Database Developer,41.0,1,0.013938
GB,Database Development Project Manager,53.0,1,0.013938
GB,Database Development and Administration Project Manager,44.2,5,0.06969
GB,Database Engineer,34.45454545454545,11,0.15331800000000004
GB,Database Management System Specialist (DBMS Specialist),43.5,8,0.11150400000000002
GB,Database Manager,45.0,12,0.16725600000000004
GB,Database Marketing Analyst,34.0,5,0.06969
GB,Database Modeler,45.2,10,0.13938000000000003
GB,Database Programmer,45.0,1,0.013938
GB,Database Security Administrator,45.666666666666664,6,0.08362800000000001
GB,Database Security Expert,40.6,10,0.13938000000000003
GB,Database Software Technician,33.166666666666664,6,0.08362800000000001
GB,Database Specialist,40.857142857142854,7,0.09756600000000001
GB,Database Technician,44.0,1,0.013938
GB,Database Tester,42.0,14,0.19513200000000006
GB,Databases Computer Consultant,47.0,5,0.06969
GB,Databases Software Consultant,42.0,4,0.055752
GB,Director of Data Operations,38.4,5,0.06969
GB,Electronic Data Interchange System Developer (EDI System Developer),40.375,8,0.11150400000000002
GB,Electronic Data Processing Auditor (EDP Auditor),33.8,5,0.06969
GB,"Engineer, System Electronic Data Processing (Engineer, System EDP)",37.125,8,0.11150400000000002
GB,Field Artillery Automated Tactical Data System Specialist,46.0,1,0.013938
GB,Field Traffic Data Technician,33.333333333333336,3,0.041814000000000004
GB,Flight Data Technician,29.0,1,0.013938
GB,Flight Test Data Acquisition Technician,25.0,2,0.027876
GB,GPS Field Data Collector (Global Positioning System Field Data Collector),30.0,1,0.013938
GB,Geographic Information Systems Data Administrator (GIS Data Administrator),37.375,8,0.11150400000000002
GB,Geographic Information Systems Data Manager (GIS Data Manager),42.75,4,0.055752
GB,Geographic Information Systems Data Specialist (GIS Data Specialist),42.75,12,0.16725600000000004
GB,Geographic Information Systems Database Administrator (GIS Database Administrator),44.142857142857146,7,0.09756600000000001
GB,Head of Information Systems and Data Processing,36.0,12,0.16725600000000004
GB,Internet Database Specialist,37.55555555555556,9,0.12544200000000003
GB,LiDAR Data Analyst,41.5,2,0.027876
GB,Log Data Technician,24.0,1,0.013938
GB,Maintenance Data Analyst,44.0,2,0.027876
GB,Marketing Database Analyst,43.0,3,0.041814000000000004
GB,Medical Data Analyst,43.0,4,0.055752
GB,Micro Computer Data Processor,59.0,1,0.013938
GB,Naval Tactical Data System--Combat Information Center Officer,43.0,4,0.055752
GB,"Naval Tactical Data System--Combat Information Center Watch Officer, General",32.0,2,0.027876
GB,No job,36.98028673835125,558,7.7774039999998825
GB,Oracle Database Administrator (Oracle DBA),39.333333333333336,9,0.12544200000000003
GB,SCADA Operator (Supervisory Control and Data Acquisition Operator),39.0,1,0.013938
GB,SCADA Technician (Supervisory Control and Data Acquisition Technician),35.0,1,0.013938
GB,SQL Database Administrator,34.5,8,0.11150400000000002
GB,Survey Data Technician,38.0,1,0.013938
GR,Automatic Data Processing Customer Liaison (ADP Customer Liaison),34.333333333333336,3,0.007847999999999999
GR,Automatic Data Processing Planner,43.0,1,0.002616
GR,Automatic Data Processing Planner (ADP Planner),45.333333333333336,3,0.007847999999999999
GR,Automatic Data Processing Systems Security Specialist (ADP Systems Security),40.0,3,0.007847999999999999
GR,Clinical Data Abstractor,46.0,2,0.005232
GR,Clinical Data Associate,47.0,1,0.002616
GR,Clinical Data Management Manager (CDM Manager),46.0,2,0.005232
GR,Computer or Data Processing Systems Consultant,40.0,1,0.002616
GR,Customer Data Technician,45.0,1,0.002616
GR,Data Abstractor,36.5,2,0.005232
GR,Data Administrator,45.5,2,0.005232
GR,Data Architect,41.0,3,0.007847999999999999
GR,Data Base Design Analyst,46.0,1,0.002616
GR,Data Communications Analyst,51.0,1,0.002616
GR,Data Communications Software Consultant,32.666666666666664,3,0.007847999999999999
GR,Data Communications Technician,53.0,1,0.002616
GR,Data Coordinator,46.0,1,0.002616
GR,Data Entry Clerk,39.0,1,0.002616
GR,Data Entry Technician,47.0,1,0.002616
GR,Data Examination Clerk,35.0,1,0.002616
GR,Data Keyer,40.0,1,0.002616
GR,Data Management Information Technology Specialist,30.666666666666668,3,0.007847999999999999
GR,Data Miner,48.666666666666664,3,0.007847999999999999
GR,Data Modeling Specialist,33.333333333333336,3,0.007847999999999999
GR,Data Officer,45.333333333333336,3,0.007847999999999999
GR,Data Processing Consultant,40.0,2,0.005232
GR,Data Processing Manager,54.0,1,0.002616
GR,Data Processing Systems Analyst,43.0,1,0.002616
GR,Data Processing Systems Project Planner,26.0,1,0.002616
GR,Data Processor,42.0,1,0.002616
GR,Data Scientist,43.5,2,0.005232
GR,Data Security Administrator,29.5,2,0.005232
GR,Data Security Analyst,50.5,2,0.005232
GR,Data Storage Specialist,30.0,1,0.002616
GR,Data Systems Manager,43.0,1,0.002616
GR,Data Warehouse Analyst,38.0,2,0.005232
GR,Data Warehouse Architect,45.0,1,0.002616
GR,Data Warehouse Developer,45.0,2,0.005232
GR,Data Warehouse Specialist,36.5,2,0.005232
GR,Data Warehousing Engineer,45.666666666666664,3,0.007847999999999999
GR,Data Warehousing Specialist,37.0,3,0.007847999999999999
GR,Database Administration Associate,41.5,2,0.005232
GR,Database Administration Manager,33.5,2,0.005232
GR,Database Administration Project Manager,45.0,1,0.002616
GR,Database Architect,41.0,1,0.002616
GR,Database Consultant,38.5,2,0.005232
GR,Database Coordinator,24.75,4,0.010464
GR,Database Design Analyst,51.0,1,0.002616
GR,Database Designer,42.0,2,0.005232
GR,Database Engineer,44.0,2,0.005232
GR,Database Management System Specialist (DBMS Specialist),49.0,1,0.002616
GR,Database Manager,39.0,2,0.005232
GR,Database Marketing Analyst,40.0,1,0.002616
GR,Database Modeler,27.5,2,0.005232
GR,Database Programmer,40.0,1,0.002616
GR,Database Security Expert,36.5,2,0.005232
GR,Database Software Technician,37.0,1,0.002616
GR,Database Specialist,37.0,2,0.005232
GR,Database Tester,29.0,2,0.005232
GR,Databases Computer Consultant,38.0,2,0.005232
GR,Electronic Data Interchange System Developer (EDI System Developer),38.0,1,0.002616
GR,Electronic Data Processing Auditor (EDP Auditor),27.0,1,0.002616
GR,"Engineer, System Electronic Data Processing (Engineer, System EDP)",32.5,2,0.005232
GR,Geographic Information Systems Data Administrator (GIS Data Administrator),44.666666666666664,3,0.007847999999999999
GR,Geographic Information Systems Data Manager (GIS Data Manager),23.0,1,0.002616
GR,Geographic Information Systems Data Specialist (GIS Data Specialist),31.5,2,0.005232
GR,Geographic Information Systems Database Administrator (GIS Database Administrator),33.0,1,0.002616
GR,Internet Database Specialist,46.0,3,0.007847999999999999
GR,Log Data Technician,59.0,1,0.002616
GR,Micro Computer Data Processor,44.5,2,0.005232
GR,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",22.0,1,0.002616
GR,"Naval Tactical Data System--Combat Information Center Watch Officer, General",44.0,3,0.007847999999999999
GR,No job,34.31111111111111,90,0.23544000000000015
GR,Oracle Database Administrator (Oracle DBA),45.0,2,0.005232
GR,SCADA Technician (Supervisory Control and Data Acquisition Technician),31.0,1,0.002616
GR,SQL Database Administrator,36.333333333333336,3,0.007847999999999999
GR,Weight in Motion Field Data Collection Technician,35.0,1,0.002616
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),32.857142857142854,7,0.11554899999999999
Germany,Automatic Data Processing Planner,36.666666666666664,9,0.14856299999999997
Germany,Automatic Data Processing Planner (ADP Planner),36.53846153846154,13,0.21459099999999995
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),35.0,9,0.14856299999999997
Germany,Business Database Analyst,25.0,1,0.016507
Germany,Clinical Data Abstractor,39.0,4,0.066028
Germany,Clinical Data Analyst,47.5,2,0.033014
Germany,Clinical Data Associate,40.0,1,0.016507
Germany,Clinical Data Coordinator,29.666666666666668,3,0.049521
Germany,Clinical Data Management Associate Director,42.0,3,0.049521
Germany,Clinical Data Management Manager (CDM Manager),41.0,1,0.016507
Germany,Clinical Data Manager,28.0,1,0.016507
Germany,Clinical Trials Data Coordinator,41.0,1,0.016507
Germany,Computer or Data Processing Systems Consultant,37.333333333333336,12,0.19808399999999995
Germany,Crime Data Specialist,24.0,1,0.016507
Germany,Customer Data Technician,52.5,2,0.033014
Germany,Data Abstractor,36.5,2,0.033014
Germany,Data Administrator,38.84615384615385,13,0.21459099999999995
Germany,Data Architect,39.07692307692308,13,0.21459099999999995
Germany,Data Base Design Analyst,37.2,10,0.16506999999999997
Germany,Data Center Manager,37.0,2,0.033014
Germany,Data Center Operator,40.4,5,0.082535
Germany,Data Coder Operator,52.0,1,0.016507
Germany,Data Collection Technician,46.666666666666664,3,0.049521
Germany,Data Communications Analyst,38.38461538461539,13,0.21459099999999995
Germany,Data Communications Software Consultant,36.7,10,0.16506999999999997
Germany,Data Compiler,47.5,2,0.033014
Germany,Data Control Clerk Supervisor,43.0,1,0.016507
Germany,Data Conversion Operator,48.333333333333336,3,0.049521
Germany,Data Coordinator,42.0,11,0.18157699999999996
Germany,Data Entry Machine Operator,23.0,1,0.016507
Germany,Data Entry Representative,26.5,2,0.033014
Germany,Data Entry Supervisor,38.5,2,0.033014
Germany,Data Entry Technician,33.333333333333336,3,0.049521
Germany,Data Input Clerk,43.5,2,0.033014
Germany,Data Keyer,34.5,2,0.033014
Germany,Data Management Associate,39.6,5,0.082535
Germany,Data Management Information Technology Specialist,37.0,11,0.18157699999999996
Germany,Data Management Manager,27.0,1,0.016507
Germany,Data Manager,63.0,1,0.016507
Germany,Data Miner,38.625,8,0.13205599999999998
Germany,Data Modeler,45.0,1,0.016507
Germany,Data Modeling Specialist,37.916666666666664,12,0.19808399999999995
Germany,Data Officer,37.666666666666664,18,0.29712599999999995
Germany,Data Operations Director,48.0,3,0.049521
Germany,Data Processing Auditor,41.4,5,0.082535
Germany,Data Processing Auxiliary Equipment Operator,35.0,2,0.033014
Germany,Data Processing Clerk,47.0,1,0.016507
Germany,Data Processing Consultant,37.4,10,0.16506999999999997
Germany,Data Processing Control Clerk,40.0,1,0.016507
Germany,Data Processing Equipment Repairer,43.0,1,0.016507
Germany,Data Processing Manager,35.36363636363637,11,0.18157699999999996
Germany,Data Processing Services Sales Representative,35.0,4,0.066028
Germany,Data Processing Supervisor,40.0,1,0.016507
Germany,Data Processing Systems Analyst,36.125,8,0.13205599999999998
Germany,Data Processing Systems Project Planner,46.8,10,0.16506999999999997
Germany,Data Processor,39.666666666666664,3,0.049521
Germany,Data Recovery Planner,41.0,1,0.016507
Germany,Data Reduction Technician,43.5,2,0.033014
Germany,Data Sciences Director,44.5,2,0.033014
Germany,Data Scientist,43.625,8,0.13205599999999998
Germany,Data Security Administrator,34.666666666666664,12,0.19808399999999995
Germany,Data Security Analyst,37.77777777777778,9,0.14856299999999997
Germany,Data Specialist,42.0,2,0.033014
Germany,Data Storage Specialist,40.875,16,0.26411199999999996
Germany,Data Systems Manager,37.3,10,0.16506999999999997
Germany,Data Technician,27.0,1,0.016507
Germany,Data Transcriber,32.0,3,0.049521
Germany,Data Typist,56.5,2,0.033014
Germany,Data Warehouse Analyst,41.111111111111114,9,0.14856299999999997
Germany,Data Warehouse Architect,43.416666666666664,12,0.19808399999999995
Germany,Data Warehouse Developer,39.0,15,0.24760499999999994
Germany,Data Warehouse Specialist,34.916666666666664,12,0.19808399999999995
Germany,Data Warehousing Engineer,44.42857142857143,7,0.11554899999999999
Germany,Data Warehousing Manager,35.25,8,0.13205599999999998
Germany,Data Warehousing Specialist,39.63636363636363,11,0.18157699999999996
Germany,Database Administration Associate,43.55555555555556,9,0.14856299999999997
Germany,Database Administration Manager,36.57142857142857,14,0.23109799999999994
Germany,Database Administration Project Manager,28.333333333333332,3,0.049521
Germany,Database Administrator (DBA),43.5,4,0.066028
Germany,Database Analyst,38.0,6,0.09904199999999999
Germany,Database Architect,37.888888888888886,9,0.14856299999999997
Germany,Database Consultant,36.92307692307692,13,0.21459099999999995
Germany,Database Coordinator,37.0,9,0.14856299999999997
Germany,Database Design Analyst,47.5,4,0.066028
Germany,Database Designer,47.4,5,0.082535
Germany,Database Developer,44.0,2,0.033014
Germany,Database Development Project Manager,25.0,1,0.016507
Germany,Database Development and Administration Project Manager,39.5,12,0.19808399999999995
Germany,Database Engineer,46.0,13,0.21459099999999995
Germany,Database Management System Specialist (DBMS Specialist),41.13333333333333,15,0.24760499999999994
Germany,Database Manager,36.72727272727273,11,0.18157699999999996
Germany,Database Marketing Analyst,40.125,8,0.13205599999999998
Germany,Database Modeler,40.72727272727273,11,0.18157699999999996
Germany,Database Programmer,42.0,1,0.016507
Germany,Database Security Administrator,43.2,5,0.082535
Germany,Database Security Expert,39.57142857142857,7,0.11554899999999999
Germany,Database Software Technician,31.181818181818183,11,0.18157699999999996
Germany,Database Specialist,38.09090909090909,11,0.18157699999999996
Germany,Database Tester,40.42857142857143,7,0.11554899999999999
Germany,Databases Computer Consultant,39.375,8,0.13205599999999998
Germany,Databases Software Consultant,39.166666666666664,6,0.09904199999999999
Germany,Datastage Developer,41.333333333333336,3,0.049521
Germany,Director of Data Operations,44.57142857142857,7,0.11554899999999999
Germany,Electronic Data Interchange System Developer (EDI System Developer),42.30769230769231,13,0.21459099999999995
Germany,Electronic Data Processing Auditor (EDP Auditor),36.77777777777778,9,0.14856299999999997
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",39.45454545454545,11,0.18157699999999996
Germany,Field Artillery Automated Tactical Data System Specialist,45.0,1,0.016507
Germany,Field Traffic Data Technician,38.0,2,0.033014
Germany,Flight Data Technician,43.5,4,0.066028
Germany,Flight Test Data Acquisition Technician,32.0,2,0.033014
Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),47.75,4,0.066028
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),40.5,10,0.16506999999999997
Germany,Geographic Information Systems Data Manager (GIS Data Manager),43.0,10,0.16506999999999997
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),38.2,15,0.24760499999999994
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),35.90909090909091,11,0.18157699999999996
Germany,Head of Information Systems and Data Processing,36.25,12,0.19808399999999995
Germany,Health Data Analyst,31.0,1,0.016507
Germany,Internet Database Specialist,37.54545454545455,11,0.18157699999999996
Germany,LiDAR Data Analyst,43.0,1,0.016507
Germany,Log Data Technician,32.666666666666664,3,0.049521
Germany,Maintenance Data Analyst,49.0,1,0.016507
Germany,Marketing Database Analyst,45.333333333333336,3,0.049521
Germany,Medical Data Analyst,31.0,2,0.033014
Germany,Micro Computer Data Processor,37.0,2,0.033014
Germany,Naval Tactical Data System--Combat Information Center Officer,49.0,1,0.016507
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",37.333333333333336,3,0.049521
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",46.5,2,0.033014
Germany,No job,33.701149425287355,609,10.05276300000003
Germany,Oracle Database Administrator (Oracle DBA),39.888888888888886,18,0.29712599999999995
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),27.666666666666668,3,0.049521
Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),41.0,1,0.016507
Germany,SQL Database Administrator,41.4,5,0.082535
Germany,Survey Data Technician,43.0,1,0.016507
Germany,Voice and Data Technician,27.0,4,0.066028
Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),55.0,1,0.002395
Hungary,Automatic Data Processing Planner,19.0,1,0.002395
Hungary,Automatic Data Processing Planner (ADP Planner),36.25,4,0.00958
Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),28.0,1,0.002395
Hungary,Customer Data Technician,48.0,1,0.002395
Hungary,Data Acquisition Technician,54.0,1,0.002395
Hungary,Data Administrator,43.5,4,0.00958
Hungary,Data Analysis Assistant,40.0,1,0.002395
Hungary,Data Architect,40.5,2,0.00479
Hungary,Data Base Design Analyst,43.0,2,0.00479
Hungary,Data Capture Clerk,40.0,1,0.002395
Hungary,Data Capture Specialist,41.0,1,0.002395
Hungary,Data Collection Technician,53.0,1,0.002395
Hungary,Data Communications Software Consultant,54.0,1,0.002395
Hungary,Data Conversion Operator,21.0,1,0.002395
Hungary,Data Coordinator,44.333333333333336,3,0.007185
Hungary,Data Entry Machine Operator,49.0,1,0.002395
Hungary,Data Entry Supervisor,24.0,1,0.002395
Hungary,Data Entry Technician,40.0,1,0.002395
Hungary,Data Keyer,37.0,1,0.002395
Hungary,Data Management Associate,43.666666666666664,3,0.007185
Hungary,Data Management Information Technology Specialist,35.0,2,0.00479
Hungary,Data Miner,28.0,5,0.011975
Hungary,Data Modeling Specialist,34.0,2,0.00479
Hungary,Data Operations Director,28.0,1,0.002395
Hungary,Data Processing Auditor,26.0,2,0.00479
Hungary,Data Processing Auxiliary Equipment Operator,36.0,1,0.002395
Hungary,Data Processing Manager,43.0,1,0.002395
Hungary,Data Processing Services Sales Representative,44.666666666666664,3,0.007185
Hungary,Data Processing Supervisor,45.0,1,0.002395
Hungary,Data Processing Systems Analyst,46.5,2,0.00479
Hungary,Data Processing Systems Project Planner,41.0,1,0.002395
Hungary,Data Processor,36.0,1,0.002395
Hungary,Data Specialist,42.0,2,0.00479
Hungary,Data Storage Specialist,39.0,3,0.007185
Hungary,Data Warehouse Analyst,29.0,2,0.00479
Hungary,Data Warehouse Architect,31.0,1,0.002395
Hungary,Data Warehouse Developer,54.0,1,0.002395
Hungary,Data Warehouse Specialist,31.75,4,0.00958
Hungary,Data Warehousing Engineer,36.0,1,0.002395
Hungary,Data Warehousing Manager,49.0,1,0.002395
Hungary,Data Warehousing Specialist,26.0,1,0.002395
Hungary,Database Administration Associate,32.0,3,0.007185
Hungary,Database Administration Manager,37.0,2,0.00479
Hungary,Database Analyst,44.0,1,0.002395
Hungary,Database Consultant,30.5,2,0.00479
Hungary,Database Coordinator,46.0,3,0.007185
Hungary,Database Design Analyst,31.0,1,0.002395
Hungary,Database Designer,39.0,1,0.002395
Hungary,Database Developer,32.0,1,0.002395
Hungary,Database Engineer,35.5,2,0.00479
Hungary,Database Management System Specialist (DBMS Specialist),35.0,2,0.00479
Hungary,Database Manager,26.0,1,0.002395
Hungary,Database Marketing Analyst,36.0,2,0.00479
Hungary,Database Modeler,42.0,1,0.002395
Hungary,Database Programmer,58.0,1,0.002395
Hungary,Database Security Administrator,46.0,1,0.002395
Hungary,Database Software Technician,33.5,2,0.00479
Hungary,Database Tester,44.0,1,0.002395
Hungary,Databases Computer Consultant,37.0,2,0.00479
Hungary,Databases Software Consultant,51.0,2,0.00479
Hungary,Datastage Developer,18.0,1,0.002395
Hungary,Director of Data Operations,33.5,2,0.00479
Hungary,Electronic Data Interchange System Developer (EDI System Developer),32.0,1,0.002395
Hungary,Electronic Data Processing Auditor (EDP Auditor),30.0,1,0.002395
Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",29.0,2,0.00479
Hungary,Field Traffic Data Technician,32.0,2,0.00479
Hungary,Flight Test Data Acquisition Technician,41.0,1,0.002395
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),42.75,4,0.00958
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),38.0,2,0.00479
Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),40.0,1,0.002395
Hungary,Head of Information Systems and Data Processing,32.666666666666664,3,0.007185
Hungary,Health Data Analyst,28.0,1,0.002395
Hungary,Internet Database Specialist,49.0,2,0.00479
Hungary,Marketing Database Analyst,23.0,1,0.002395
Hungary,Naval Tactical Data System--Combat Information Center Officer,40.0,1,0.002395
Hungary,No job,40.013698630136986,73,0.17483500000000005
Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",50.0,1,0.002395
Hungary,Oracle Database Administrator (Oracle DBA),47.0,1,0.002395
Hungary,SQL Database Administrator,29.75,4,0.00958
Ireland,Automatic Data Processing Planner (ADP Planner),44.0,1,0.001046
